date,year,month,fuel_type,generation_mwh,pct_of_total_monthly
2020-01-01,2020,1,coal,5291000.0,14.049
2020-01-01,2020,1,natural_gas,19635000.0,52.1362
2020-01-01,2020,1,nuclear,3712000.0,9.8564
2020-01-01,2020,1,hydro,57000.0,0.1514
2020-01-01,2020,1,wind,7976000.0,21.1784
2020-01-01,2020,1,solar,447000.0,1.1869
2020-01-01,2020,1,other,543000.0,1.4418
2020-02-01,2020,2,coal,4823000.0,13.4147
2020-02-01,2020,2,natural_gas,18716000.0,52.0569
2020-02-01,2020,2,nuclear,3548000.0,9.8684
2020-02-01,2020,2,hydro,112000.0,0.3115
2020-02-01,2020,2,wind,7714000.0,21.4558
2020-02-01,2020,2,solar,519000.0,1.4436
2020-02-01,2020,2,other,521000.0,1.4491
2020-03-01,2020,3,coal,4999000.0,14.1334
2020-03-01,2020,3,natural_gas,18314000.0,51.7783
2020-03-01,2020,3,nuclear,3187000.0,9.0105
2020-03-01,2020,3,hydro,106000.0,0.2997
2020-03-01,2020,3,wind,7699000.0,21.767
2020-03-01,2020,3,solar,564000.0,1.5946
2020-03-01,2020,3,other,501000.0,1.4165
2020-04-01,2020,4,coal,5532000.0,16.3379
2020-04-01,2020,4,natural_gas,16430000.0,48.5233
2020-04-01,2020,4,nuclear,2673000.0,7.8943
2020-04-01,2020,4,hydro,127000.0,0.3751
2020-04-01,2020,4,wind,7950000.0,23.479
2020-04-01,2020,4,solar,711000.0,2.0998
2020-04-01,2020,4,other,437000.0,1.2906
2020-05-01,2020,5,coal,5877000.0,15.1578
2020-05-01,2020,5,natural_gas,19612000.0,50.5829
2020-05-01,2020,5,nuclear,3386000.0,8.7331
2020-05-01,2020,5,hydro,139000.0,0.3585
2020-05-01,2020,5,wind,8314000.0,21.4433
2020-05-01,2020,5,solar,994000.0,2.5637
2020-05-01,2020,5,other,450000.0,1.1606
2020-06-01,2020,6,coal,6595000.0,15.0252
2020-06-01,2020,6,natural_gas,23211000.0,52.8809
2020-06-01,2020,6,nuclear,3613000.0,8.2314
2020-06-01,2020,6,hydro,65000.0,0.1481
2020-06-01,2020,6,wind,8859000.0,20.1832
2020-06-01,2020,6,solar,1072000.0,2.4423
2020-06-01,2020,6,other,478000.0,1.089
2020-07-01,2020,7,coal,8225000.0,16.4648
2020-07-01,2020,7,natural_gas,28837000.0,57.726
2020-07-01,2020,7,nuclear,3716000.0,7.4387
2020-07-01,2020,7,hydro,89000.0,0.1782
2020-07-01,2020,7,wind,7276000.0,14.5651
2020-07-01,2020,7,solar,1330000.0,2.6624
2020-07-01,2020,7,other,482000.0,0.9649
2020-08-01,2020,8,coal,9067000.0,18.2843
2020-08-01,2020,8,natural_gas,28215000.0,56.8977
2020-08-01,2020,8,nuclear,3697000.0,7.4553
2020-08-01,2020,8,hydro,71000.0,0.1432
2020-08-01,2020,8,wind,6689000.0,13.4889
2020-08-01,2020,8,solar,1238000.0,2.4965
2020-08-01,2020,8,other,612000.0,1.2341
2020-09-01,2020,9,coal,7441000.0,18.3384
2020-09-01,2020,9,natural_gas,22468000.0,55.3726
2020-09-01,2020,9,nuclear,3603000.0,8.8796
2020-09-01,2020,9,hydro,96000.0,0.2366
2020-09-01,2020,9,wind,5522000.0,13.609
2020-09-01,2020,9,solar,988000.0,2.4349
2020-09-01,2020,9,other,458000.0,1.1287
2020-10-01,2020,10,coal,6664000.0,17.254
2020-10-01,2020,10,natural_gas,19596000.0,50.7366
2020-10-01,2020,10,nuclear,3103000.0,8.0341
2020-10-01,2020,10,hydro,90000.0,0.233
2020-10-01,2020,10,wind,7838000.0,20.2936
2020-10-01,2020,10,solar,864000.0,2.237
2020-10-01,2020,10,other,468000.0,1.2117
2020-11-01,2020,11,coal,6539000.0,19.0814
2020-11-01,2020,11,natural_gas,15097000.0,44.0544
2020-11-01,2020,11,nuclear,3400000.0,9.9215
2020-11-01,2020,11,hydro,60000.0,0.1751
2020-11-01,2020,11,wind,7981000.0,23.2893
2020-11-01,2020,11,solar,713000.0,2.0806
2020-11-01,2020,11,other,479000.0,1.3978
2020-12-01,2020,12,coal,7774000.0,20.4692
2020-12-01,2020,12,natural_gas,16498000.0,43.4398
2020-12-01,2020,12,nuclear,3801000.0,10.0082
2020-12-01,2020,12,hydro,67000.0,0.1764
2020-12-01,2020,12,wind,8621000.0,22.6994
2020-12-01,2020,12,solar,712000.0,1.8747
2020-12-01,2020,12,other,506000.0,1.3323
2021-01-01,2021,1,coal,7959000.0,20.6288
2021-01-01,2021,1,natural_gas,17408000.0,45.1195
2021-01-01,2021,1,nuclear,3799000.0,9.8466
2021-01-01,2021,1,hydro,99000.0,0.2566
2021-01-01,2021,1,wind,8036000.0,20.8284
2021-01-01,2021,1,solar,814000.0,2.1098
2021-01-01,2021,1,other,467000.0,1.2104
2021-02-01,2021,2,coal,6812000.0,19.4152
2021-02-01,2021,2,natural_gas,17401000.0,49.5953
2021-02-01,2021,2,nuclear,3314000.0,9.4454
2021-02-01,2021,2,hydro,55000.0,0.1568
2021-02-01,2021,2,wind,6386000.0,18.201
2021-02-01,2021,2,solar,788000.0,2.2459
2021-02-01,2021,2,other,330000.0,0.9405
2021-03-01,2021,3,coal,4912000.0,14.4752
2021-03-01,2021,3,natural_gas,13082000.0,38.5513
2021-03-01,2021,3,nuclear,3369000.0,9.9281
2021-03-01,2021,3,hydro,89000.0,0.2623
2021-03-01,2021,3,wind,10970000.0,32.3275
2021-03-01,2021,3,solar,1184000.0,3.4891
2021-03-01,2021,3,other,328000.0,0.9666
2021-04-01,2021,4,coal,5387000.0,15.3244
2021-04-01,2021,4,natural_gas,15679000.0,44.6022
2021-04-01,2021,4,nuclear,2986000.0,8.4943
2021-04-01,2021,4,hydro,83000.0,0.2361
2021-04-01,2021,4,wind,9518000.0,27.0759
2021-04-01,2021,4,solar,1139000.0,3.2401
2021-04-01,2021,4,other,361000.0,1.0269
2021-05-01,2021,5,coal,6740000.0,17.0888
2021-05-01,2021,5,natural_gas,17282000.0,43.8173
2021-05-01,2021,5,nuclear,3749000.0,9.5053
2021-05-01,2021,5,hydro,166000.0,0.4209
2021-05-01,2021,5,wind,9557000.0,24.2311
2021-05-01,2021,5,solar,1545000.0,3.9172
2021-05-01,2021,5,other,402000.0,1.0192
2021-06-01,2021,6,coal,9386000.0,20.2739
2021-06-01,2021,6,natural_gas,24224000.0,52.3242
2021-06-01,2021,6,nuclear,3099000.0,6.6939
2021-06-01,2021,6,hydro,129000.0,0.2786
2021-06-01,2021,6,wind,7228000.0,15.6126
2021-06-01,2021,6,solar,1784000.0,3.8535
2021-06-01,2021,6,other,446000.0,0.9634
2021-07-01,2021,7,coal,9918000.0,20.3309
2021-07-01,2021,7,natural_gas,26934000.0,55.2119
2021-07-01,2021,7,nuclear,3668000.0,7.519
2021-07-01,2021,7,hydro,130000.0,0.2665
2021-07-01,2021,7,wind,5599000.0,11.4774
2021-07-01,2021,7,solar,1966000.0,4.0301
2021-07-01,2021,7,other,568000.0,1.1643
2021-08-01,2021,8,coal,9538000.0,18.9085
2021-08-01,2021,8,natural_gas,27239000.0,53.9996
2021-08-01,2021,8,nuclear,3696000.0,7.3271
2021-08-01,2021,8,hydro,87000.0,0.1725
2021-08-01,2021,8,wind,7375000.0,14.6205
2021-08-01,2021,8,solar,1913000.0,3.7924
2021-08-01,2021,8,other,595000.0,1.1795
2021-09-01,2021,9,coal,8688000.0,19.5166
2021-09-01,2021,9,natural_gas,22708000.0,51.0109
2021-09-01,2021,9,nuclear,3594000.0,8.0735
2021-09-01,2021,9,hydro,58000.0,0.1303
2021-09-01,2021,9,wind,6985000.0,15.691
2021-09-01,2021,9,solar,1908000.0,4.2861
2021-09-01,2021,9,other,575000.0,1.2917
2021-10-01,2021,10,coal,7059000.0,17.7791
2021-10-01,2021,10,natural_gas,19426000.0,48.9271
2021-10-01,2021,10,nuclear,2174000.0,5.4755
2021-10-01,2021,10,hydro,64000.0,0.1612
2021-10-01,2021,10,wind,8850000.0,22.2899
2021-10-01,2021,10,solar,1626000.0,4.0953
2021-10-01,2021,10,other,505000.0,1.2719
2021-11-01,2021,11,coal,6252000.0,17.6142
2021-11-01,2021,11,natural_gas,15574000.0,43.8778
2021-11-01,2021,11,nuclear,2973000.0,8.3761
2021-11-01,2021,11,hydro,58000.0,0.1634
2021-11-01,2021,11,wind,8849000.0,24.931
2021-11-01,2021,11,solar,1327000.0,3.7387
2021-11-01,2021,11,other,461000.0,1.2988
2021-12-01,2021,12,coal,6167000.0,16.2409
2021-12-01,2021,12,natural_gas,16163000.0,42.5656
2021-12-01,2021,12,nuclear,3789000.0,9.9784
2021-12-01,2021,12,hydro,64000.0,0.1685
2021-12-01,2021,12,wind,10121000.0,26.6539
2021-12-01,2021,12,solar,1212000.0,3.1918
2021-12-01,2021,12,other,456000.0,1.2009
2022-01-01,2022,1,coal,7690000.0,18.4802
2022-01-01,2022,1,natural_gas,19192000.0,46.1213
2022-01-01,2022,1,nuclear,3802000.0,9.1368
2022-01-01,2022,1,hydro,30000.0,0.0721
2022-01-01,2022,1,wind,8866000.0,21.3064
2022-01-01,2022,1,solar,1491000.0,3.5831
2022-01-01,2022,1,other,541000.0,1.3001
2022-02-01,2022,2,coal,7074000.0,18.3884
2022-02-01,2022,2,natural_gas,16965000.0,44.0993
2022-02-01,2022,2,nuclear,3436000.0,8.9316
2022-02-01,2022,2,hydro,39000.0,0.1014
2022-02-01,2022,2,wind,8809000.0,22.8984
2022-02-01,2022,2,solar,1591000.0,4.1357
2022-02-01,2022,2,other,556000.0,1.4453
2022-03-01,2022,3,coal,5993000.0,16.2109
2022-03-01,2022,3,natural_gas,13497000.0,36.509
2022-03-01,2022,3,nuclear,3777000.0,10.2167
2022-03-01,2022,3,hydro,49000.0,0.1325
2022-03-01,2022,3,wind,11319000.0,30.6175
2022-03-01,2022,3,solar,1916000.0,5.1827
2022-03-01,2022,3,other,418000.0,1.1307
2022-04-01,2022,4,coal,6048000.0,15.7849
2022-04-01,2022,4,natural_gas,14177000.0,37.0012
2022-04-01,2022,4,nuclear,3041000.0,7.9368
2022-04-01,2022,4,hydro,88000.0,0.2297
2022-04-01,2022,4,wind,12494000.0,32.6086
2022-04-01,2022,4,solar,2012000.0,5.2512
2022-04-01,2022,4,other,455000.0,1.1875
2022-05-01,2022,5,coal,6394000.0,13.6969
2022-05-01,2022,5,natural_gas,20998000.0,44.9809
2022-05-01,2022,5,nuclear,3236000.0,6.932
2022-05-01,2022,5,hydro,74000.0,0.1585
2022-05-01,2022,5,wind,13017000.0,27.8844
2022-05-01,2022,5,solar,2373000.0,5.0833
2022-05-01,2022,5,other,590000.0,1.2639
2022-06-01,2022,6,coal,8225000.0,16.1224
2022-06-01,2022,6,natural_gas,25550000.0,50.0823
2022-06-01,2022,6,nuclear,3592000.0,7.0409
2022-06-01,2022,6,hydro,69000.0,0.1353
2022-06-01,2022,6,wind,10257000.0,20.1055
2022-06-01,2022,6,solar,2772000.0,5.4336
2022-06-01,2022,6,other,551000.0,1.0801
2022-07-01,2022,7,coal,8846000.0,15.8496
2022-07-01,2022,7,natural_gas,30359000.0,54.3951
2022-07-01,2022,7,nuclear,3688000.0,6.6079
2022-07-01,2022,7,hydro,44000.0,0.0788
2022-07-01,2022,7,wind,9276000.0,16.6201
2022-07-01,2022,7,solar,3039000.0,5.4451
2022-07-01,2022,7,other,560000.0,1.0034
2022-08-01,2022,8,coal,8761000.0,16.6398
2022-08-01,2022,8,natural_gas,30385000.0,57.7102
2022-08-01,2022,8,nuclear,3693000.0,7.0141
2022-08-01,2022,8,hydro,39000.0,0.0741
2022-08-01,2022,8,wind,6668000.0,12.6645
2022-08-01,2022,8,solar,2576000.0,4.8926
2022-08-01,2022,8,other,529000.0,1.0047
2022-09-01,2022,9,coal,7380000.0,16.1622
2022-09-01,2022,9,natural_gas,25514000.0,55.8758
2022-09-01,2022,9,nuclear,3339000.0,7.3124
2022-09-01,2022,9,hydro,45000.0,0.0986
2022-09-01,2022,9,wind,6217000.0,13.6153
2022-09-01,2022,9,solar,2669000.0,5.8451
2022-09-01,2022,9,other,498000.0,1.0906
2022-10-01,2022,10,coal,6299000.0,15.7463
2022-10-01,2022,10,natural_gas,19843000.0,49.6038
2022-10-01,2022,10,nuclear,2939000.0,7.3469
2022-10-01,2022,10,hydro,33000.0,0.0825
2022-10-01,2022,10,wind,8218000.0,20.5435
2022-10-01,2022,10,solar,2187000.0,5.4671
2022-10-01,2022,10,other,484000.0,1.2099
2022-11-01,2022,11,coal,6000000.0,15.0176
2022-11-01,2022,11,natural_gas,18772000.0,46.9852
2022-11-01,2022,11,nuclear,3274000.0,8.1946
2022-11-01,2022,11,hydro,41000.0,0.1026
2022-11-01,2022,11,wind,9998000.0,25.0244
2022-11-01,2022,11,solar,1458000.0,3.6493
2022-11-01,2022,11,other,410000.0,1.0262
2022-12-01,2022,12,coal,6626000.0,15.4524
2022-12-01,2022,12,natural_gas,20888000.0,48.7127
2022-12-01,2022,12,nuclear,3789000.0,8.8363
2022-12-01,2022,12,hydro,68000.0,0.1586
2022-12-01,2022,12,wind,9647000.0,22.4977
2022-12-01,2022,12,solar,1353000.0,3.1553
2022-12-01,2022,12,other,509000.0,1.187
2023-01-01,2023,1,coal,5266000.0,12.5827
2023-01-01,2023,1,natural_gas,18681000.0,44.6369
2023-01-01,2023,1,nuclear,3785000.0,9.044
2023-01-01,2023,1,hydro,73000.0,0.1744
2023-01-01,2023,1,wind,11991000.0,28.6516
2023-01-01,2023,1,solar,1661000.0,3.9688
2023-01-01,2023,1,other,394000.0,0.9414
2023-02-01,2023,2,coal,4220000.0,10.965
2023-02-01,2023,2,natural_gas,17715000.0,46.0297
2023-02-01,2023,2,nuclear,3424000.0,8.8967
2023-02-01,2023,2,hydro,98000.0,0.2546
2023-02-01,2023,2,wind,11071000.0,28.7663
2023-02-01,2023,2,solar,1575000.0,4.0924
2023-02-01,2023,2,other,383000.0,0.9952
2023-03-01,2023,3,coal,4610000.0,11.3948
2023-03-01,2023,3,natural_gas,17615000.0,43.5401
2023-03-01,2023,3,nuclear,3290000.0,8.1321
2023-03-01,2023,3,hydro,132000.0,0.3263
2023-03-01,2023,3,wind,12164000.0,30.0665
2023-03-01,2023,3,solar,2202000.0,5.4428
2023-03-01,2023,3,other,444000.0,1.0975
2023-04-01,2023,4,coal,4425000.0,11.475
2023-04-01,2023,4,natural_gas,16989000.0,44.0563
2023-04-01,2023,4,nuclear,2694000.0,6.9862
2023-04-01,2023,4,hydro,107000.0,0.2775
2023-04-01,2023,4,wind,11284000.0,29.262
2023-04-01,2023,4,solar,2665000.0,6.9109
2023-04-01,2023,4,other,398000.0,1.0321
2023-05-01,2023,5,coal,5709000.0,12.6774
2023-05-01,2023,5,natural_gas,24228000.0,53.8005
2023-05-01,2023,5,nuclear,2907000.0,6.4553
2023-05-01,2023,5,hydro,87000.0,0.1932
2023-05-01,2023,5,wind,8515000.0,18.9084
2023-05-01,2023,5,solar,3145000.0,6.9838
2023-05-01,2023,5,other,442000.0,0.9815
2023-06-01,2023,6,coal,7166000.0,13.7464
2023-06-01,2023,6,natural_gas,28686000.0,55.0278
2023-06-01,2023,6,nuclear,3419000.0,6.5586
2023-06-01,2023,6,hydro,36000.0,0.0691
2023-06-01,2023,6,wind,8984000.0,17.2338
2023-06-01,2023,6,solar,3370000.0,6.4646
2023-06-01,2023,6,other,469000.0,0.8997
2023-07-01,2023,7,coal,8010000.0,13.8493
2023-07-01,2023,7,natural_gas,31759000.0,54.9112
2023-07-01,2023,7,nuclear,3661000.0,6.3299
2023-07-01,2023,7,hydro,52000.0,0.0899
2023-07-01,2023,7,wind,9989000.0,17.271
2023-07-01,2023,7,solar,3823000.0,6.61
2023-07-01,2023,7,other,543000.0,0.9388
2023-08-01,2023,8,coal,8314000.0,13.7131
2023-08-01,2023,8,natural_gas,35462000.0,58.4911
2023-08-01,2023,8,nuclear,3660000.0,6.0368
2023-08-01,2023,8,hydro,58000.0,0.0957
2023-08-01,2023,8,wind,8835000.0,14.5725
2023-08-01,2023,8,solar,3743000.0,6.1737
2023-08-01,2023,8,other,556000.0,0.9171
2023-09-01,2023,9,coal,7286000.0,13.9648
2023-09-01,2023,9,natural_gas,29445000.0,56.4362
2023-09-01,2023,9,nuclear,3559000.0,6.8214
2023-09-01,2023,9,hydro,41000.0,0.0786
2023-09-01,2023,9,wind,8138000.0,15.5978
2023-09-01,2023,9,solar,3190000.0,6.1142
2023-09-01,2023,9,other,515000.0,0.9871
2023-10-01,2023,10,coal,5875000.0,13.4692
2023-10-01,2023,10,natural_gas,21596000.0,49.5117
2023-10-01,2023,10,nuclear,3236000.0,7.419
2023-10-01,2023,10,hydro,30000.0,0.0688
2023-10-01,2023,10,wind,9754000.0,22.3623
2023-10-01,2023,10,solar,2728000.0,6.2543
2023-10-01,2023,10,other,399000.0,0.9148
2023-11-01,2023,11,coal,5522000.0,13.9339
2023-11-01,2023,11,natural_gas,19648000.0,49.5786
2023-11-01,2023,11,nuclear,3258000.0,8.221
2023-11-01,2023,11,hydro,26000.0,0.0656
2023-11-01,2023,11,wind,8780000.0,22.1549
2023-11-01,2023,11,solar,2009000.0,5.0694
2023-11-01,2023,11,other,387000.0,0.9765
2023-12-01,2023,12,coal,5212000.0,12.3075
2023-12-01,2023,12,natural_gas,20336000.0,48.0212
2023-12-01,2023,12,nuclear,3787000.0,8.9426
2023-12-01,2023,12,hydro,19000.0,0.0449
2023-12-01,2023,12,wind,10351000.0,24.4427
2023-12-01,2023,12,solar,2213000.0,5.2257
2023-12-01,2023,12,other,430000.0,1.0154
2024-01-01,2024,1,coal,7059000.0,14.7675
2024-01-01,2024,1,natural_gas,24939000.0,52.1725
2024-01-01,2024,1,nuclear,3437000.0,7.1902
2024-01-01,2024,1,hydro,37000.0,0.0774
2024-01-01,2024,1,wind,9490000.0,19.8531
2024-01-01,2024,1,solar,2329000.0,4.8723
2024-01-01,2024,1,other,510000.0,1.0669
2024-02-01,2024,2,coal,3487000.0,8.9296
2024-02-01,2024,2,natural_gas,16989000.0,43.5058
2024-02-01,2024,2,nuclear,3500000.0,8.9629
2024-02-01,2024,2,hydro,71000.0,0.1818
2024-02-01,2024,2,wind,12038000.0,30.8271
2024-02-01,2024,2,solar,2651000.0,6.7887
2024-02-01,2024,2,other,314000.0,0.8041
2024-03-01,2024,3,coal,3210000.0,7.8123
2024-03-01,2024,3,natural_gas,19675000.0,47.8839
2024-03-01,2024,3,nuclear,3056000.0,7.4375
2024-03-01,2024,3,hydro,73000.0,0.1777
2024-03-01,2024,3,wind,11444000.0,27.8517
2024-03-01,2024,3,solar,3267000.0,7.951
2024-03-01,2024,3,other,364000.0,0.8859
2024-04-01,2024,4,coal,3859000.0,9.2204
2024-04-01,2024,4,natural_gas,18797000.0,44.912
2024-04-01,2024,4,nuclear,2648000.0,6.3269
2024-04-01,2024,4,hydro,54000.0,0.129
2024-04-01,2024,4,wind,12816000.0,30.6215
2024-04-01,2024,4,solar,3364000.0,8.0377
2024-04-01,2024,4,other,315000.0,0.7526
2024-05-01,2024,5,coal,4859000.0,10.0155
2024-05-01,2024,5,natural_gas,25165000.0,51.8706
2024-05-01,2024,5,nuclear,2882000.0,5.9404
2024-05-01,2024,5,hydro,108000.0,0.2226
2024-05-01,2024,5,wind,11277000.0,23.2444
2024-05-01,2024,5,solar,3870000.0,7.9769
2024-05-01,2024,5,other,354000.0,0.7297
2024-06-01,2024,6,coal,5475000.0,10.1923
2024-06-01,2024,6,natural_gas,28291000.0,52.6668
2024-06-01,2024,6,nuclear,3530000.0,6.5715
2024-06-01,2024,6,hydro,136000.0,0.2532
2024-06-01,2024,6,wind,11167000.0,20.7886
2024-06-01,2024,6,solar,4677000.0,8.7067
2024-06-01,2024,6,other,441000.0,0.821
2024-07-01,2024,7,coal,6843000.0,12.4136
2024-07-01,2024,7,natural_gas,30493000.0,55.3161
2024-07-01,2024,7,nuclear,3408000.0,6.1823
2024-07-01,2024,7,hydro,79000.0,0.1433
2024-07-01,2024,7,wind,9125000.0,16.5533
2024-07-01,2024,7,solar,4800000.0,8.7075
2024-07-01,2024,7,other,377000.0,0.6839
2024-08-01,2024,8,coal,7370000.0,12.3164
2024-08-01,2024,8,natural_gas,34654000.0,57.9121
2024-08-01,2024,8,nuclear,3610000.0,6.0329
2024-08-01,2024,8,hydro,71000.0,0.1187
2024-08-01,2024,8,wind,8464000.0,14.1446
2024-08-01,2024,8,solar,5240000.0,8.7568
2024-08-01,2024,8,other,430000.0,0.7186
2024-09-01,2024,9,coal,6677000.0,13.2027
2024-09-01,2024,9,natural_gas,28544000.0,56.4412
2024-09-01,2024,9,nuclear,3564000.0,7.0472
2024-09-01,2024,9,hydro,34000.0,0.0672
2024-09-01,2024,9,wind,6864000.0,13.5725
2024-09-01,2024,9,solar,4524000.0,8.9455
2024-09-01,2024,9,other,366000.0,0.7237
2024-10-01,2024,10,coal,5663000.0,11.713
2024-10-01,2024,10,natural_gas,24744000.0,51.179
2024-10-01,2024,10,nuclear,2514000.0,5.1998
2024-10-01,2024,10,hydro,32000.0,0.0662
2024-10-01,2024,10,wind,10450000.0,21.6141
2024-10-01,2024,10,solar,4559000.0,9.4296
2024-10-01,2024,10,other,386000.0,0.7984
2024-11-01,2024,11,coal,5106000.0,12.0964
2024-11-01,2024,11,natural_gas,19830000.0,46.9783
2024-11-01,2024,11,nuclear,2680000.0,6.3491
2024-11-01,2024,11,hydro,39000.0,0.0924
2024-11-01,2024,11,wind,10893000.0,25.8061
2024-11-01,2024,11,solar,3315000.0,7.8534
2024-11-01,2024,11,other,348000.0,0.8244
2024-12-01,2024,12,coal,5938000.0,13.3694
2024-12-01,2024,12,natural_gas,21072000.0,47.4434
2024-12-01,2024,12,nuclear,3785000.0,8.5219
2024-12-01,2024,12,hydro,40000.0,0.0901
2024-12-01,2024,12,wind,10249000.0,23.0755
2024-12-01,2024,12,solar,2920000.0,6.5744
2024-12-01,2024,12,other,411000.0,0.9254
