year,month,month_date,total_generation_mwh,renewable_mwh,wind_mwh,solar_mwh,gas_mwh,coal_mwh,renewable_pct,solar_pct,wind_pct,renewable_pct_prior_year,renewable_yoy_change
2015,1,2015-01-01,38164000.0,3063000.0,3031000.0,32000.0,19252000.0,11365000.0,8.026,0.084,7.942,,
2015,2,2015-02-01,33449000.0,3301000.0,3268000.0,33000.0,16980000.0,9146000.0,9.869,0.099,9.77,,
2015,3,2015-03-01,33042000.0,2586000.0,2544000.0,42000.0,18801000.0,7403000.0,7.826,0.127,7.699,,
2015,4,2015-04-01,32009000.0,4144000.0,4099000.0,45000.0,17317000.0,7224000.0,12.946,0.141,12.806,,
2015,5,2015-05-01,35902000.0,4418000.0,4371000.0,47000.0,17995000.0,9416000.0,12.306,0.131,12.175,,
2015,6,2015-06-01,41647000.0,3474000.0,3411000.0,63000.0,21171000.0,12734000.0,8.342,0.151,8.19,,
2015,7,2015-07-01,46935000.0,4129000.0,4059000.0,70000.0,25090000.0,13390000.0,8.797,0.149,8.648,,
2015,8,2015-08-01,46863000.0,3291000.0,3218000.0,73000.0,25789000.0,13450000.0,7.023,0.156,6.867,,
2015,9,2015-09-01,41496000.0,3528000.0,3465000.0,63000.0,21630000.0,12171000.0,8.502,0.152,8.35,,
2015,10,2015-10-01,35261000.0,3717000.0,3661000.0,56000.0,18870000.0,9726000.0,10.541,0.159,10.383,,
2015,11,2015-11-01,31934000.0,4761000.0,4722000.0,39000.0,16358000.0,7958000.0,14.909,0.122,14.787,,
2015,12,2015-12-01,34793000.0,5046000.0,4984000.0,62000.0,18478000.0,7573000.0,14.503,0.178,14.325,,
2016,1,2016-01-01,35812000.0,4515000.0,4451000.0,64000.0,18494000.0,8524000.0,12.608,0.179,12.429,8.026,4.582000000000001
2016,2,2016-02-01,31654000.0,5197000.0,5120000.0,77000.0,16120000.0,6203000.0,16.418,0.243,16.175,9.869,6.5489999999999995
2016,3,2016-03-01,32809000.0,5715000.0,5635000.0,80000.0,18122000.0,4503000.0,17.419,0.244,17.175,7.826,9.593
2016,4,2016-04-01,32743000.0,4823000.0,4737000.0,86000.0,17251000.0,6334000.0,14.73,0.263,14.467,12.946,1.7840000000000007
2016,5,2016-05-01,36972000.0,5258000.0,5173000.0,85000.0,19321000.0,8880000.0,14.222,0.23,13.992,12.306,1.9160000000000004
2016,6,2016-06-01,42872000.0,3885000.0,3782000.0,103000.0,21595000.0,12959000.0,9.062,0.24,8.822,8.342,0.7199999999999989
2016,7,2016-07-01,48235000.0,5786000.0,5675000.0,111000.0,24140000.0,13906000.0,11.995,0.23,11.765,8.797,3.1979999999999986
2016,8,2016-08-01,46563000.0,3800000.0,3702000.0,98000.0,24861000.0,13408000.0,8.161,0.21,7.951,7.023,1.138
2016,9,2016-09-01,42046000.0,4029000.0,3915000.0,114000.0,20988000.0,12746000.0,9.582,0.271,9.311,8.502,1.08
2016,10,2016-10-01,37670000.0,5564000.0,5451000.0,113000.0,16538000.0,12029000.0,14.77,0.3,14.47,10.541,4.228999999999999
2016,11,2016-11-01,32607000.0,4610000.0,4516000.0,94000.0,14809000.0,9214000.0,14.138,0.288,13.85,14.909,-0.7710000000000008
2016,12,2016-12-01,36132000.0,5469000.0,5373000.0,96000.0,13738000.0,12527000.0,15.136,0.266,14.87,14.503,0.6329999999999991
2017,1,2017-01-01,35477000.0,5988000.0,5873000.0,115000.0,13501000.0,11556000.0,16.879,0.324,16.554,12.608,4.271000000000001
2017,2,2017-02-01,30249000.0,5969000.0,5828000.0,141000.0,11952000.0,8360000.0,19.733,0.466,19.267,16.418,3.3150000000000013
2017,3,2017-03-01,33706000.0,7307000.0,7095000.0,212000.0,14143000.0,8309000.0,21.679,0.629,21.05,17.419,4.259999999999998
2017,4,2017-04-01,33454000.0,7170000.0,6929000.0,241000.0,14099000.0,9712000.0,21.432,0.72,20.712,14.73,6.701999999999998
2017,5,2017-05-01,38276000.0,6596000.0,6310000.0,286000.0,16119000.0,11370000.0,17.233,0.747,16.486,14.222,3.011000000000001
2017,6,2017-06-01,42246000.0,5117000.0,4839000.0,278000.0,20904000.0,12738000.0,12.112,0.658,11.454,9.062,3.0500000000000007
2017,7,2017-07-01,48131000.0,4803000.0,4511000.0,292000.0,25949000.0,13906000.0,9.979,0.607,9.372,11.995,-2.016
2017,8,2017-08-01,45669000.0,3960000.0,3694000.0,266000.0,24326000.0,13408000.0,8.671,0.582,8.089,8.161,0.5099999999999998
2017,9,2017-09-01,39211000.0,4980000.0,4754000.0,226000.0,17806000.0,12355000.0,12.701,0.576,12.124,9.582,3.1189999999999998
2017,10,2017-10-01,36149000.0,6245000.0,6003000.0,242000.0,15725000.0,10516000.0,17.276,0.669,16.606,14.77,2.5060000000000002
2017,11,2017-11-01,33967000.0,6081000.0,5895000.0,186000.0,13064000.0,10948000.0,17.903,0.548,17.355,14.138,3.764999999999999
2017,12,2017-12-01,38311000.0,5511000.0,5330000.0,181000.0,16923000.0,11470000.0,14.385,0.472,13.912,15.136,-0.7509999999999994
2018,1,2018-01-01,40245000.0,6848000.0,6602000.0,246000.0,18279000.0,10673000.0,17.016,0.611,16.405,16.879,0.1369999999999969
2018,2,2018-02-01,33488000.0,6278000.0,6041000.0,237000.0,16108000.0,7109000.0,18.747,0.708,18.039,19.733,-0.9860000000000007
2018,3,2018-03-01,34226000.0,7520000.0,7210000.0,310000.0,16318000.0,6262000.0,21.972,0.906,21.066,21.679,0.2930000000000028
2018,4,2018-04-01,33618000.0,7790000.0,7477000.0,313000.0,15321000.0,7129000.0,23.172,0.931,22.241,21.432,1.740000000000002
2018,5,2018-05-01,42637000.0,8034000.0,7672000.0,362000.0,21090000.0,9028000.0,18.843,0.849,17.994,17.233,1.6099999999999994
2018,6,2018-06-01,45843000.0,8139000.0,7689000.0,450000.0,22971000.0,10465000.0,17.754,0.982,16.772,12.112,5.642000000000001
2018,7,2018-07-01,49609000.0,5086000.0,4647000.0,439000.0,28827000.0,11283000.0,10.252,0.885,9.367,9.979,0.27300000000000146
2018,8,2018-08-01,48910000.0,6393000.0,5968000.0,425000.0,26802000.0,11384000.0,13.071,0.869,12.202,8.671,4.4
2018,9,2018-09-01,41034000.0,4496000.0,4165000.0,331000.0,22081000.0,10342000.0,10.957,0.807,10.15,12.701,-1.7439999999999998
2018,10,2018-10-01,37403000.0,5875000.0,5599000.0,276000.0,18559000.0,9517000.0,15.707,0.738,14.969,17.276,-1.568999999999999
2018,11,2018-11-01,35576000.0,6360000.0,6074000.0,286000.0,16093000.0,9255000.0,17.877,0.804,17.073,17.903,-0.0259999999999998
2018,12,2018-12-01,37061000.0,6802000.0,6556000.0,246000.0,17264000.0,9274000.0,18.354,0.664,17.69,14.385,3.9689999999999994
2019,1,2019-01-01,38902000.0,7223000.0,6925000.0,298000.0,19381000.0,8376000.0,18.567,0.766,17.801,17.016,1.551000000000002
2019,2,2019-02-01,34127000.0,6936000.0,6639000.0,297000.0,15586000.0,7447000.0,20.324,0.87,19.454,18.747,1.5770000000000017
2019,3,2019-03-01,35599000.0,7059000.0,6694000.0,365000.0,16853000.0,7306000.0,19.829,1.025,18.804,21.972,-2.1430000000000007
2019,4,2019-04-01,33627000.0,8354000.0,7839000.0,515000.0,15302000.0,6027000.0,24.843,1.532,23.312,23.172,1.6709999999999994
2019,5,2019-05-01,40537000.0,8255000.0,7762000.0,493000.0,20803000.0,7859000.0,20.364,1.216,19.148,18.843,1.5210000000000008
2019,6,2019-06-01,43722000.0,6865000.0,6290000.0,575000.0,24252000.0,8396000.0,15.701,1.315,14.386,17.754,-2.053000000000001
2019,7,2019-07-01,49013000.0,7325000.0,6731000.0,594000.0,28137000.0,9137000.0,14.945,1.212,13.733,10.252,4.693
2019,8,2019-08-01,51326000.0,7054000.0,6489000.0,565000.0,30948000.0,8893000.0,13.744,1.101,12.643,13.071,0.673
2019,9,2019-09-01,45914000.0,7003000.0,6517000.0,486000.0,26426000.0,8309000.0,15.252,1.059,14.194,10.957,4.295
2019,10,2019-10-01,38521000.0,7900000.0,7455000.0,445000.0,20152000.0,7005000.0,20.508,1.155,19.353,15.707,4.800999999999998
2019,11,2019-11-01,36197000.0,7336000.0,6990000.0,346000.0,17967000.0,6786000.0,20.267,0.956,19.311,17.877,2.3900000000000006
2019,12,2019-12-01,38173000.0,7676000.0,7290000.0,386000.0,19820000.0,6275000.0,20.108,1.011,19.097,18.354,1.7540000000000013
2020,1,2020-01-01,37661000.0,8423000.0,7976000.0,447000.0,19635000.0,5291000.0,22.365,1.187,21.178,18.567,3.7979999999999983
2020,2,2020-02-01,35953000.0,8233000.0,7714000.0,519000.0,18716000.0,4823000.0,22.899,1.444,21.456,20.324,2.5749999999999993
2020,3,2020-03-01,35370000.0,8263000.0,7699000.0,564000.0,18314000.0,4999000.0,23.362,1.595,21.767,19.829,3.5329999999999977
2020,4,2020-04-01,33860000.0,8661000.0,7950000.0,711000.0,16430000.0,5532000.0,25.579,2.1,23.479,24.843,0.7360000000000007
2020,5,2020-05-01,38772000.0,9308000.0,8314000.0,994000.0,19612000.0,5877000.0,24.007,2.564,21.443,20.364,3.6430000000000007
2020,6,2020-06-01,43893000.0,9931000.0,8859000.0,1072000.0,23211000.0,6595000.0,22.625,2.442,20.183,15.701,6.9239999999999995
2020,7,2020-07-01,49955000.0,8606000.0,7276000.0,1330000.0,28837000.0,8225000.0,17.228,2.662,14.565,14.945,2.2830000000000013
2020,8,2020-08-01,49589000.0,7927000.0,6689000.0,1238000.0,28215000.0,9067000.0,15.985,2.497,13.489,13.744,2.2409999999999997
2020,9,2020-09-01,40576000.0,6510000.0,5522000.0,988000.0,22468000.0,7441000.0,16.044,2.435,13.609,15.252,0.7919999999999998
2020,10,2020-10-01,38623000.0,8702000.0,7838000.0,864000.0,19596000.0,6664000.0,22.531,2.237,20.294,20.508,2.0229999999999997
2020,11,2020-11-01,34269000.0,8694000.0,7981000.0,713000.0,15097000.0,6539000.0,25.37,2.081,23.289,20.267,5.1030000000000015
2020,12,2020-12-01,37979000.0,9333000.0,8621000.0,712000.0,16498000.0,7774000.0,24.574,1.875,22.699,20.108,4.466000000000001
2021,1,2021-01-01,38582000.0,8850000.0,8036000.0,814000.0,17408000.0,7959000.0,22.938,2.11,20.828,22.365,0.5730000000000004
2021,2,2021-02-01,35086000.0,7174000.0,6386000.0,788000.0,17401000.0,6812000.0,20.447,2.246,18.201,22.899,-2.4520000000000017
2021,3,2021-03-01,33934000.0,12154000.0,10970000.0,1184000.0,13082000.0,4912000.0,35.817,3.489,32.327,23.362,12.455000000000002
2021,4,2021-04-01,35153000.0,10657000.0,9518000.0,1139000.0,15679000.0,5387000.0,30.316,3.24,27.076,25.579,4.736999999999998
2021,5,2021-05-01,39441000.0,11102000.0,9557000.0,1545000.0,17282000.0,6740000.0,28.148,3.917,24.231,24.007,4.140999999999998
2021,6,2021-06-01,46296000.0,9012000.0,7228000.0,1784000.0,24224000.0,9386000.0,19.466,3.853,15.613,22.625,-3.158999999999999
2021,7,2021-07-01,48783000.0,7565000.0,5599000.0,1966000.0,26934000.0,9918000.0,15.507,4.03,11.477,17.228,-1.7210000000000019
2021,8,2021-08-01,50443000.0,9288000.0,7375000.0,1913000.0,27239000.0,9538000.0,18.413,3.792,14.62,15.985,2.428000000000001
2021,9,2021-09-01,44516000.0,8893000.0,6985000.0,1908000.0,22708000.0,8688000.0,19.977,4.286,15.691,16.044,3.933
2021,10,2021-10-01,39704000.0,10476000.0,8850000.0,1626000.0,19426000.0,7059000.0,26.385,4.095,22.29,22.531,3.8540000000000028
2021,11,2021-11-01,35494000.0,10176000.0,8849000.0,1327000.0,15574000.0,6252000.0,28.67,3.739,24.931,25.37,3.3000000000000007
2021,12,2021-12-01,37972000.0,11333000.0,10121000.0,1212000.0,16163000.0,6167000.0,29.846,3.192,26.654,24.574,5.2719999999999985
2022,1,2022-01-01,41612000.0,10357000.0,8866000.0,1491000.0,19192000.0,7690000.0,24.889,3.583,21.306,22.938,1.9510000000000005
2022,2,2022-02-01,38470000.0,10400000.0,8809000.0,1591000.0,16965000.0,7074000.0,27.034,4.136,22.898,20.447,6.587
2022,3,2022-03-01,36969000.0,13235000.0,11319000.0,1916000.0,13497000.0,5993000.0,35.8,5.183,30.618,35.817,-0.017000000000003013
2022,4,2022-04-01,38315000.0,14506000.0,12494000.0,2012000.0,14177000.0,6048000.0,37.86,5.251,32.609,30.316,7.5440000000000005
2022,5,2022-05-01,46682000.0,15390000.0,13017000.0,2373000.0,20998000.0,6394000.0,32.968,5.083,27.884,28.148,4.820000000000004
2022,6,2022-06-01,51016000.0,13029000.0,10257000.0,2772000.0,25550000.0,8225000.0,25.539,5.434,20.105,19.466,6.073
2022,7,2022-07-01,55812000.0,12315000.0,9276000.0,3039000.0,30359000.0,8846000.0,22.065,5.445,16.62,15.507,6.558000000000002
2022,8,2022-08-01,52651000.0,9244000.0,6668000.0,2576000.0,30385000.0,8761000.0,17.557,4.893,12.665,18.413,-0.8560000000000016
2022,9,2022-09-01,45662000.0,8886000.0,6217000.0,2669000.0,25514000.0,7380000.0,19.46,5.845,13.615,19.977,-0.5169999999999995
2022,10,2022-10-01,40003000.0,10405000.0,8218000.0,2187000.0,19843000.0,6299000.0,26.011,5.467,20.543,26.385,-0.37400000000000233
2022,11,2022-11-01,39953000.0,11456000.0,9998000.0,1458000.0,18772000.0,6000000.0,28.674,3.649,25.024,28.67,0.003999999999997783
2022,12,2022-12-01,42880000.0,11000000.0,9647000.0,1353000.0,20888000.0,6626000.0,25.653,3.155,22.498,29.846,-4.193000000000001
2023,1,2023-01-01,41851000.0,13652000.0,11991000.0,1661000.0,18681000.0,5266000.0,32.62,3.969,28.652,24.889,7.730999999999998
2023,2,2023-02-01,38486000.0,12646000.0,11071000.0,1575000.0,17715000.0,4220000.0,32.859,4.092,28.766,27.034,5.825000000000003
2023,3,2023-03-01,40457000.0,14366000.0,12164000.0,2202000.0,17615000.0,4610000.0,35.509,5.443,30.066,35.8,-0.2909999999999968
2023,4,2023-04-01,38562000.0,13949000.0,11284000.0,2665000.0,16989000.0,4425000.0,36.173,6.911,29.262,37.86,-1.6869999999999976
2023,5,2023-05-01,45033000.0,11660000.0,8515000.0,3145000.0,24228000.0,5709000.0,25.892,6.984,18.908,32.968,-7.076000000000004
2023,6,2023-06-01,52130000.0,12354000.0,8984000.0,3370000.0,28686000.0,7166000.0,23.698,6.465,17.234,25.539,-1.841000000000001
2023,7,2023-07-01,57837000.0,13812000.0,9989000.0,3823000.0,31759000.0,8010000.0,23.881,6.61,17.271,22.065,1.815999999999999
2023,8,2023-08-01,60628000.0,12578000.0,8835000.0,3743000.0,35462000.0,8314000.0,20.746,6.174,14.572,17.557,3.189
2023,9,2023-09-01,52174000.0,11328000.0,8138000.0,3190000.0,29445000.0,7286000.0,21.712,6.114,15.598,19.46,2.251999999999999
2023,10,2023-10-01,43618000.0,12482000.0,9754000.0,2728000.0,21596000.0,5875000.0,28.617,6.254,22.362,26.011,2.6060000000000016
2023,11,2023-11-01,39630000.0,10789000.0,8780000.0,2009000.0,19648000.0,5522000.0,27.224,5.069,22.155,28.674,-1.4499999999999993
2023,12,2023-12-01,42348000.0,12564000.0,10351000.0,2213000.0,20336000.0,5212000.0,29.668,5.226,24.443,25.653,4.015000000000001
2024,1,2024-01-01,47801000.0,11819000.0,9490000.0,2329000.0,24939000.0,7059000.0,24.725,4.872,19.853,32.62,-7.894999999999996
2024,2,2024-02-01,39050000.0,14689000.0,12038000.0,2651000.0,16989000.0,3487000.0,37.616,6.789,30.827,32.859,4.756999999999998
2024,3,2024-03-01,41089000.0,14711000.0,11444000.0,3267000.0,19675000.0,3210000.0,35.803,7.951,27.852,35.509,0.29399999999999693
2024,4,2024-04-01,41853000.0,16180000.0,12816000.0,3364000.0,18797000.0,3859000.0,38.659,8.038,30.621,36.173,2.485999999999997
2024,5,2024-05-01,48515000.0,15147000.0,11277000.0,3870000.0,25165000.0,4859000.0,31.221,7.977,23.244,25.892,5.329000000000001
2024,6,2024-06-01,53717000.0,15844000.0,11167000.0,4677000.0,28291000.0,5475000.0,29.495,8.707,20.789,23.698,5.797000000000001
2024,7,2024-07-01,55125000.0,13925000.0,9125000.0,4800000.0,30493000.0,6843000.0,25.261,8.707,16.553,23.881,1.379999999999999
2024,8,2024-08-01,59839000.0,13704000.0,8464000.0,5240000.0,34654000.0,7370000.0,22.901,8.757,14.145,20.746,2.155000000000001
2024,9,2024-09-01,50573000.0,11388000.0,6864000.0,4524000.0,28544000.0,6677000.0,22.518,8.945,13.572,21.712,0.8060000000000009
2024,10,2024-10-01,48348000.0,15009000.0,10450000.0,4559000.0,24744000.0,5663000.0,31.044,9.43,21.614,28.617,2.4269999999999996
2024,11,2024-11-01,42211000.0,14208000.0,10893000.0,3315000.0,19830000.0,5106000.0,33.659,7.853,25.806,27.224,6.434999999999999
2024,12,2024-12-01,44415000.0,13169000.0,10249000.0,2920000.0,21072000.0,5938000.0,29.65,6.574,23.076,29.668,-0.018000000000000682
